GPU available: False, used: False
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
Pre-train Generator...






Epoch 0:  85%|████████▌ | 135/158 [00:12<00:02, 10.68it/s, loss=2.74, v_num=mqby]
Uniqueness:   7527    (78.88%)
Novelty:      7082    (94.09%)
Diversity:    0.88
Samples of Novel SMILES:
CCCC1CC23CCCCC2CC13
CC(C)CC1CC1C1CC1
CC1C2C3CCC2(C)C1(C)C3
C1CCC2(CC1)CCCC1CCCC12
CC12CCCC3CCCCC1C(CC3)C2
2025-08-17 17:09:09,776 INFO [eval] {"step": 55, "prop/validity": 0.9559206571829293, "prop/uniqueness": 0.7888283378746594, "prop/novelty": 0.9408795004649927, "prop/diversity": 0.876651912464364, "prop/vol_nhoc_mean": 0.631371393944841, "prop/vol_nhoc_std": 0.1859398112938337, "prop/vol_nhoc_min": 0.02160667586300915, "prop/vol_nhoc_max": 0.9575971401542349, "prop/objective": 0.7896742566824527, "epoch": 56}
[vol_nhoc]: [Mean: 0.631   STD: 0.186   MIN: 0.022   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 57[22m / 100, G_STEP 1 / 1, PG_Loss: 175.396
Generating 10000 samples for evaluation...






























 99%|█████████▊| 154/156 [01:01<00:00,  2.75it/s]

100%|██████████| 156/156 [01:02<00:00,  2.51it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9549    (95.64%)
Uniqueness:   7429    (77.80%)
Novelty:      6997    (94.18%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CCC1(C2CCCCCCCC2)CCC1
CC(CCCC1CC1)CC1CCCC1
CC1CCCCCCCCC2(CC1)CC2
CC1(C)CCC(C2(C)CC2)C1
[vol_nhoc]: [Mean: 0.635   STD: 0.183   MIN: 0.046   MAX: 0.957]
********************************************************************************
2025-08-17 17:28:07,694 INFO [eval] {"step": 56, "prop/validity": 0.9564302884615384, "prop/uniqueness": 0.7779872237930673, "prop/novelty": 0.9418495086821914, "prop/diversity": 0.8765217056510346, "prop/vol_nhoc_mean": 0.6345698983363486, "prop/vol_nhoc_std": 0.1831787018906224, "prop/vol_nhoc_min": 0.045959969896281906, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.789081363521899, "epoch": 57}
Updating Discriminator...
[1mEpoch 58[22m / 100, G_STEP 1 / 1, PG_Loss: 174.580
Generating 10000 samples for evaluation...






























100%|██████████| 156/156 [01:00<00:00,  2.58it/s]
Total Computational Time: [1m 18.27 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9519    (95.34%)
Uniqueness:   7392    (77.66%)
Novelty:      6951    (94.03%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
C1CCC(C2CCCC3CC32)C1
CCC(C1CCC2CCC1C2)C1(C)CC1
CCCCC12CCC(C)(C1)C1CC1C2
CCCC1(C)C(C)(C)CCCC12CCC2
2025-08-17 17:47:01,121 INFO [eval] {"step": 57, "prop/validity": 0.9534254807692307, "prop/uniqueness": 0.7765521588402143, "prop/novelty": 0.9403409090909091, "prop/diversity": 0.8766472189462869, "prop/vol_nhoc_mean": 0.63438700478144, "prop/vol_nhoc_std": 0.1853573287452196, "prop/vol_nhoc_min": 0.03394069033137956, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.7878185116526469, "epoch": 58}
[vol_nhoc]: [Mean: 0.634   STD: 0.185   MIN: 0.034   MAX: 0.956]
********************************************************************************
Updating Discriminator...
[1mEpoch 59[22m / 100, G_STEP 1 / 1, PG_Loss: 158.409
  1%|▏         | 2/156 [00:00<00:57,  2.67it/s]































100%|██████████| 156/156 [01:01<00:00,  2.53it/s]
Total Computational Time: [1m 18.58 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9525    (95.40%)
Uniqueness:   7340    (77.06%)
Novelty:      6927    (94.37%)
Diversity:    0.88
Samples of Novel SMILES:
CCCCCC12CCCCCCC1(C)CC2
C1CCC(C2CCCC3CC32)C1
CCCCC1(CCC)CCC2(C)CCCC1C2
CC(CCCC1CC1)CC1CCCC1
CCC(C)(CC)C1CCCCC12CC2
2025-08-17 18:05:24,043 INFO [eval] {"step": 58, "prop/validity": 0.9540264423076923, "prop/uniqueness": 0.7706036745406825, "prop/novelty": 0.943732970027248, "prop/diversity": 0.8768443207346394, "prop/vol_nhoc_mean": 0.6414790659250674, "prop/vol_nhoc_std": 0.18259148798967212, "prop/vol_nhoc_min": 0.03204143343133763, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.7902642437451515, "epoch": 59}
[vol_nhoc]: [Mean: 0.641   STD: 0.183   MIN: 0.032   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 60[22m / 100, G_STEP 1 / 1, PG_Loss: 161.931
Generating 10000 samples for evaluation...




























 99%|█████████▉| 155/156 [01:00<00:00,  2.74it/s]

100%|██████████| 156/156 [01:00<00:00,  2.57it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9531    (95.46%)
Uniqueness:   7284    (76.42%)
Novelty:      6861    (94.19%)
Diversity:    0.88
Samples of Novel SMILES:
CCC(C)(CC(C)C)C1(C)CC2CCC1C2
CC12CCCC(CC1)CC1CCC(C)(C1)C2
CC1CC2CCC1CCCC2C
CC1CC12CC2CC1CC1
CC12CC1CC13C4CC(C21)C3(C)C4
[vol_nhoc]: [Mean: 0.640   STD: 0.185   MIN: 0.024   MAX: 0.957]
********************************************************************************
2025-08-17 18:23:47,875 INFO [eval] {"step": 59, "prop/validity": 0.9546274038461539, "prop/uniqueness": 0.7642429965376141, "prop/novelty": 0.9419275123558485, "prop/diversity": 0.8766482982591882, "prop/vol_nhoc_mean": 0.6398044072803833, "prop/vol_nhoc_std": 0.18485650732977088, "prop/vol_nhoc_min": 0.02361150490763247, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.7880813454600767, "epoch": 60}
Updating Discriminator...
[1mEpoch 61[22m / 100, G_STEP 1 / 1, PG_Loss: 156.498
Generating 10000 samples for evaluation...





























100%|██████████| 156/156 [00:59<00:00,  2.62it/s]
Total Computational Time: [1m 19.20 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9545    (95.60%)
Uniqueness:   7291    (76.39%)
Novelty:      6868    (94.20%)
Diversity:    0.88
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CCC1CCC2CC1CCC1(CCC1)C2
CCCCC1(C)CCC12CC2
CC1C2CCC1(C)CCC1CCC12
CCCC1(C)CC2CCCCCC(CC2)C1
2025-08-17 18:42:41,816 INFO [eval] {"step": 60, "prop/validity": 0.9560296474358975, "prop/uniqueness": 0.763855421686747, "prop/novelty": 0.9419832670415581, "prop/diversity": 0.8759792065735997, "prop/vol_nhoc_mean": 0.6452230885362104, "prop/vol_nhoc_std": 0.18050533819676248, "prop/vol_nhoc_min": 0.02396040882475601, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.7904629026473247, "epoch": 61}
[vol_nhoc]: [Mean: 0.645   STD: 0.181   MIN: 0.024   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 62[22m / 100, G_STEP 1 / 1, PG_Loss: 169.662
  1%|▏         | 2/156 [00:00<01:01,  2.52it/s]





























100%|██████████| 156/156 [00:59<00:00,  2.64it/s]
Total Computational Time: [1m 19.51 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9539    (95.54%)
Uniqueness:   7229    (75.78%)
Novelty:      6838    (94.59%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
CCCCC1(C)CCC12CC2
C1CC2CCCC3CC(C1)CC3C2
CC12CCCCC(C1)C21CCC1
CC1CCC2(CC1C)CC1CC12
2025-08-17 19:00:59,448 INFO [eval] {"step": 61, "prop/validity": 0.9554286858974359, "prop/uniqueness": 0.7578362511793689, "prop/novelty": 0.9459122976898603, "prop/diversity": 0.8763465597192123, "prop/vol_nhoc_mean": 0.6427703691402729, "prop/vol_nhoc_std": 0.1823508311399013, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9376525011777836, "prop/objective": 0.7889435946094423, "epoch": 62}
[vol_nhoc]: [Mean: 0.643   STD: 0.182   MIN: 0.009   MAX: 0.938]
********************************************************************************
Updating Discriminator...
[1mEpoch 63[22m / 100, G_STEP 1 / 1, PG_Loss: 150.527
Generating 10000 samples for evaluation...





























100%|██████████| 156/156 [00:58<00:00,  2.67it/s]
Total Computational Time: [1m 19.82 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9547    (95.62%)
Uniqueness:   7232    (75.75%)
Novelty:      6850    (94.72%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC2CCC3(CC3)C2C1
CCCC1(C2(C(C)C)CCC2)CCC1
CC1CCCCCC2C1C1CCC2(C)C1
CCC1(CC2CCCCC2)CC1C
CC1(C(CC2CC2)C2CC2)CC1
[vol_nhoc]: [Mean: 0.652   STD: 0.178   MIN: 0.029   MAX: 0.958]
********************************************************************************
Updating Discriminator...
2025-08-17 19:19:52,186 INFO [eval] {"step": 62, "prop/validity": 0.956229967948718, "prop/uniqueness": 0.7575154498795433, "prop/novelty": 0.947179203539823, "prop/diversity": 0.8751744674663886, "prop/vol_nhoc_mean": 0.6520317011594146, "prop/vol_nhoc_std": 0.17792659620471407, "prop/vol_nhoc_min": 0.028821934374364484, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.7929976047373827, "epoch": 63}
[1mEpoch 64[22m / 100, G_STEP 1 / 1, PG_Loss: 179.918
Generating 10000 samples for evaluation...
































100%|██████████| 156/156 [01:04<00:00,  2.41it/s]
Total Computational Time: [1m 20.14 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9516    (95.31%)
Uniqueness:   7217    (75.84%)
Novelty:      6800    (94.22%)
Diversity:    0.88
Samples of Novel SMILES:
CCCCC1(C)CCC12CC2
CCC1CCCC2CCC(C)(CC1)C(CC)C2
CC1CC1(C)C1CC2CC1C2
CC12CCCCC(C1)C21CCC1
CC1(C(CC2CC2)C2CC2)CC1
2025-08-17 19:39:01,861 INFO [eval] {"step": 63, "prop/validity": 0.953125, "prop/uniqueness": 0.7584068936527953, "prop/novelty": 0.9422197589025911, "prop/diversity": 0.8765071657365023, "prop/vol_nhoc_mean": 0.6515756506407377, "prop/vol_nhoc_std": 0.17957518200565994, "prop/vol_nhoc_min": 0.016784845018014645, "prop/vol_nhoc_max": 0.9575971401542349, "prop/objective": 0.7913805907673724, "epoch": 64}
[vol_nhoc]: [Mean: 0.652   STD: 0.180   MIN: 0.017   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 65[22m / 100, G_STEP 1 / 1, PG_Loss: 158.221
  6%|▌         | 9/156 [00:04<01:06,  2.22it/s]































100%|██████████| 156/156 [01:04<00:00,  2.41it/s]
Total Computational Time: [1m 20.45 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9510    (95.25%)
Uniqueness:   7226    (75.98%)
Novelty:      6829    (94.51%)
Diversity:    0.88
Samples of Novel SMILES:
CC1CCC2CC1CCCCC1CC1C2
CC(CC1(C)CCC1)C1CCCCCCC1
CC(C)(C)C12CCCCCCC(CCC1)CC2
CC(C)C1CCC(CCC2(C)CC2C)C1
CC1CC1(C)C1CC2CC1C2
2025-08-17 19:57:49,576 INFO [eval] {"step": 64, "prop/validity": 0.9525240384615384, "prop/uniqueness": 0.7598317560462671, "prop/novelty": 0.945059507334625, "prop/diversity": 0.8760546188911892, "prop/vol_nhoc_mean": 0.6507966547953877, "prop/vol_nhoc_std": 0.17872429255950995, "prop/vol_nhoc_min": 0.03394069033137956, "prop/vol_nhoc_max": 0.9518583464645384, "prop/objective": 0.7918017222866413, "epoch": 65}
[vol_nhoc]: [Mean: 0.651   STD: 0.179   MIN: 0.034   MAX: 0.952]
********************************************************************************
Updating Discriminator...
[1mEpoch 66[22m / 100, G_STEP 1 / 1, PG_Loss: 183.631
  1%|          | 1/156 [00:00<01:01,  2.54it/s]































 99%|█████████▊| 154/156 [01:02<00:00,  2.90it/s]

100%|██████████| 156/156 [01:03<00:00,  2.46it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9485    (95.00%)
Uniqueness:   7144    (75.32%)
Novelty:      6775    (94.83%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
CCC12CCCC(C)CCC1CC2C
CC1(C)C2CCC1(C1CC1)C2
CC1(C(CC2CC2)C2CC2)CC1
CC1CC2CCC2CCC2CCCC1CCC2
[vol_nhoc]: [Mean: 0.657   STD: 0.177   MIN: 0.022   MAX: 0.956]
********************************************************************************
Updating Discriminator...
2025-08-17 20:17:19,608 INFO [eval] {"step": 65, "prop/validity": 0.950020032051282, "prop/uniqueness": 0.7531892461781761, "prop/novelty": 0.9483482642777156, "prop/diversity": 0.8761239427851746, "prop/vol_nhoc_mean": 0.6568299663828107, "prop/vol_nhoc_std": 0.17665167566882012, "prop/vol_nhoc_min": 0.02160667586300915, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.7930434950545592, "epoch": 66}
  1%|          | 1/156 [00:00<01:04,  2.40it/s]
[1mEpoch 67[22m / 100, G_STEP 1 / 1, PG_Loss: 143.964






























100%|██████████| 156/156 [00:59<00:00,  2.60it/s]
Total Computational Time: [1m 21.08 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9539    (95.55%)
Uniqueness:   7262    (76.13%)
Novelty:      6900    (95.02%)
Diversity:    0.88
Samples of Novel SMILES:
C1CCC(C2CCCC3CC32)C1
CC12CCCCCC(C3CCC3)(CCC1)CC2
CC1CCCCC1CCC12CCC1CC2
C1CCC2(CCCC2)CCC2CCC2C1
CCC1C2CC3CCC2CCC31C
2025-08-17 20:35:35,955 INFO [eval] {"step": 66, "prop/validity": 0.9555243914654913, "prop/uniqueness": 0.7612957333053779, "prop/novelty": 0.9501514734232994, "prop/diversity": 0.8752692066800792, "prop/vol_nhoc_mean": 0.6590175578437508, "prop/vol_nhoc_std": 0.17585405739493237, "prop/vol_nhoc_min": 0.031105061764048876, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.797001342776334, "epoch": 67}
[vol_nhoc]: [Mean: 0.659   STD: 0.176   MIN: 0.031   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 68[22m / 100, G_STEP 1 / 1, PG_Loss: 182.376
Generating 10000 samples for evaluation...
































 99%|█████████▉| 155/156 [01:04<00:00,  2.84it/s]

100%|██████████| 156/156 [01:05<00:00,  2.39it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9480    (94.95%)
Uniqueness:   7237    (76.34%)
Novelty:      6872    (94.96%)
Diversity:    0.88
Samples of Novel SMILES:
CC12CCC(CC3CC(C3)C1)C2
CC1(C)CCC(C2(C)CC2)C1
CCCC1CCC2(CCCC2)C1C
CC1(CCCC2CCC2)CC2CCCCC21
CC1CC2C3CCC4C(CC4CC12)C3
[vol_nhoc]: [Mean: 0.658   STD: 0.175   MIN: 0.026   MAX: 0.957]
********************************************************************************
Updating Discriminator...
2025-08-17 20:54:41,851 INFO [eval] {"step": 67, "prop/validity": 0.9495192307692307, "prop/uniqueness": 0.7633966244725738, "prop/novelty": 0.9495647367693796, "prop/diversity": 0.875475222473978, "prop/vol_nhoc_mean": 0.6576484124625613, "prop/vol_nhoc_std": 0.17543827186522123, "prop/vol_nhoc_min": 0.0256652295804906, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.7955554833872613, "epoch": 68}
[1mEpoch 69[22m / 100, G_STEP 1 / 1, PG_Loss: 173.154
  1%|▏         | 2/156 [00:00<01:08,  2.26it/s]
































100%|██████████| 156/156 [01:04<00:00,  2.43it/s]
Total Computational Time: [1m 21.72 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9547    (95.62%)
Uniqueness:   7244    (75.88%)
Novelty:      6865    (94.77%)
Diversity:    0.88
Samples of Novel SMILES:
CCC1CCC2(C3CCC3)CCC2C1
CCCC12CCC(CC)CC1CC2
CC1(C(CC2CC2)C2CC2)CC1
CC1CCCC2CC1C1CCC21
CC(C)CC1CC2(C)CCC1(C)C2
2025-08-17 21:13:48,471 INFO [eval] {"step": 68, "prop/validity": 0.956229967948718, "prop/uniqueness": 0.7587723892322196, "prop/novelty": 0.9476808393152955, "prop/diversity": 0.8753276674891227, "prop/vol_nhoc_mean": 0.6632619670482539, "prop/vol_nhoc_std": 0.17601840909199878, "prop/vol_nhoc_min": 0.009193705367288087, "prop/vol_nhoc_max": 0.9318233701207523, "prop/objective": 0.7978414261185482, "epoch": 69}
[vol_nhoc]: [Mean: 0.663   STD: 0.176   MIN: 0.009   MAX: 0.932]
********************************************************************************
Updating Discriminator...
[1mEpoch 70[22m / 100, G_STEP 1 / 1, PG_Loss: 150.468
  3%|▎         | 5/156 [00:03<01:45,  1.44it/s]































100%|██████████| 156/156 [01:04<00:00,  2.40it/s]
Total Computational Time: [1m 22.06 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9497    (95.13%)
Uniqueness:   7133    (75.11%)
Novelty:      6758    (94.74%)
Diversity:    0.88
Samples of Novel SMILES:
CCCCCC1(CC)CCC2CC2C1
CC1CCCC2(CC1)CC1CCC2C1
CCCCC1(C)CCC12CC2
CC1CCC2CCC3(CC3)C2C1
CCC1(C)CC2(CC2)CC12CC2
2025-08-17 21:34:11,911 INFO [eval] {"step": 69, "prop/validity": 0.9513172393068215, "prop/uniqueness": 0.7510792881962725, "prop/novelty": 0.9474274498808356, "prop/diversity": 0.875296692948955, "prop/vol_nhoc_mean": 0.6663021376884903, "prop/vol_nhoc_std": 0.17225182241076786, "prop/vol_nhoc_min": 0.028821934374364484, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.796485650552182, "epoch": 70}
[vol_nhoc]: [Mean: 0.666   STD: 0.172   MIN: 0.029   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 71[22m / 100, G_STEP 1 / 1, PG_Loss: 167.624
Generating 10000 samples for evaluation...































 99%|█████████▊| 154/156 [01:02<00:00,  2.70it/s]

100%|██████████| 156/156 [01:03<00:00,  2.48it/s]
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9446    (94.61%)
Uniqueness:   7210    (76.33%)
Novelty:      6874    (95.34%)
Diversity:    0.88
Samples of Novel SMILES:
CCCC12CCC(CC3CCC3C13CC3)C2
CC(CCCC1CC1)CC1CCCC1
C1CC2CCCC3CC(C1)CC3C2
CC12CCCCC3CCC31C1CC12
CC1CCC2CCC3(CC3)C2C1
[vol_nhoc]: [Mean: 0.670   STD: 0.170   MIN: 0.047   MAX: 0.953]
********************************************************************************
Updating Discriminator...
2025-08-17 21:54:02,940 INFO [eval] {"step": 70, "prop/validity": 0.946113782051282, "prop/uniqueness": 0.7632860470040229, "prop/novelty": 0.9533980582524272, "prop/diversity": 0.875752652535879, "prop/vol_nhoc_mean": 0.6700733895100379, "prop/vol_nhoc_std": 0.17024659093428882, "prop/vol_nhoc_min": 0.04745555975543514, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.8005889332655616, "epoch": 71}
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 72[22m / 100, G_STEP 1 / 1, PG_Loss: 191.087
































100%|██████████| 156/156 [01:04<00:00,  2.43it/s]
Total Computational Time: [1m 22.72 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9494    (95.09%)
Uniqueness:   7222    (76.07%)
Novelty:      6884    (95.32%)
Diversity:    0.88
Samples of Novel SMILES:
C1CCC(C2CCCC3CC32)C1
C1CCC2(C1)C1CCC1CC21CC1
C1CCCC(C2(CC3CC3)CCCC2)CC1
CC1CCCCCCCCC2(CC1)CC2
CC1(C)CCC(C2(C)CC2)C1
2025-08-17 22:14:11,789 INFO [eval] {"step": 71, "prop/validity": 0.9509214743589743, "prop/uniqueness": 0.7606909627132926, "prop/novelty": 0.9531985599556909, "prop/diversity": 0.8757210760457409, "prop/vol_nhoc_mean": 0.6687976107062488, "prop/vol_nhoc_std": 0.17348944192172192, "prop/vol_nhoc_min": 0.03240166851021653, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.8004812436880911, "epoch": 72}
[vol_nhoc]: [Mean: 0.669   STD: 0.173   MIN: 0.032   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 73[22m / 100, G_STEP 1 / 1, PG_Loss: 176.955
  0%|          | 0/156 [00:00<?, ?it/s]
































100%|██████████| 156/156 [01:04<00:00,  2.43it/s]
Total Computational Time: [1m 23.07 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9469    (94.84%)
Uniqueness:   7122    (75.21%)
Novelty:      6768    (95.03%)
Diversity:    0.87
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CCC1(C2CCCCCCCC2)CCC1
CC(CCC12CCCC1CC2)C1CC1
CC1CCC2CCC3(CC3)C2C1
CC1CCCCCCCCC2(CC1)CC2
2025-08-17 22:34:43,848 INFO [eval] {"step": 72, "prop/validity": 0.948417467948718, "prop/uniqueness": 0.7521385573978244, "prop/novelty": 0.9502948609941028, "prop/diversity": 0.8747561540887452, "prop/vol_nhoc_mean": 0.674177392942284, "prop/vol_nhoc_std": 0.17138274344172993, "prop/vol_nhoc_min": 0.0256652295804906, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.7998411344450427, "epoch": 73}
[vol_nhoc]: [Mean: 0.674   STD: 0.171   MIN: 0.026   MAX: 0.930]
********************************************************************************
Updating Discriminator...
[1mEpoch 74[22m / 100, G_STEP 1 / 1, PG_Loss: 173.713
  1%|          | 1/156 [00:00<01:04,  2.39it/s]































100%|██████████| 156/156 [01:02<00:00,  2.50it/s]
Total Computational Time: [1m 23.40 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9481    (94.97%)
Uniqueness:   7144    (75.35%)
Novelty:      6818    (95.44%)
Diversity:    0.87
Samples of Novel SMILES:
CCC12CCCCC(CCC(CCC(C)C)C1)C2
CC1(C)CCC(C2(C)CC2)C1
CC12CCCCC(C1)C21CCC1
C1CCC2(CC1)CCCC1CCCC12
CCCCC1CCCC12CC2
2025-08-17 22:54:31,917 INFO [eval] {"step": 73, "prop/validity": 0.9497145146749474, "prop/uniqueness": 0.7535070140280561, "prop/novelty": 0.9543673012318029, "prop/diversity": 0.8748208445282915, "prop/vol_nhoc_mean": 0.6761393949634927, "prop/vol_nhoc_std": 0.16913677334299335, "prop/vol_nhoc_min": 0.05282555726689142, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.8019735239723584, "epoch": 74}
[vol_nhoc]: [Mean: 0.676   STD: 0.169   MIN: 0.053   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 75[22m / 100, G_STEP 1 / 1, PG_Loss: 171.935
  4%|▍         | 6/156 [00:02<00:55,  2.69it/s]































100%|██████████| 156/156 [01:03<00:00,  2.46it/s]
Total Computational Time: [1m 23.72 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9469    (94.84%)
Uniqueness:   7096    (74.94%)
Novelty:      6759    (95.25%)
Diversity:    0.87
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
C1CC2(CCC3CC32)C2CC1C2
CCC1(CC2CCCCC2)CC1C
CC12CCCCC(C1)C21CCC1
C1CCC2(CC1)CCCC1CCCC12
2025-08-17 23:14:00,757 INFO [eval] {"step": 74, "prop/validity": 0.948417467948718, "prop/uniqueness": 0.7493927553067906, "prop/novelty": 0.9525084554678692, "prop/diversity": 0.8744173412886854, "prop/vol_nhoc_mean": 0.6766877340411079, "prop/vol_nhoc_std": 0.16849975096213626, "prop/vol_nhoc_min": 0.04546942343090036, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.8007388293611188, "epoch": 75}
[vol_nhoc]: [Mean: 0.677   STD: 0.168   MIN: 0.045   MAX: 0.953]
********************************************************************************
Updating Discriminator...
[1mEpoch 76[22m / 100, G_STEP 1 / 1, PG_Loss: 163.306
Generating 10000 samples for evaluation...






























 97%|█████████▋| 152/156 [01:01<00:01,  2.41it/s]

100%|██████████| 156/156 [01:02<00:00,  2.48it/s]
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9510    (95.26%)
Uniqueness:   7178    (75.48%)
Novelty:      6857    (95.53%)
Diversity:    0.87
Samples of Novel SMILES:
CCCC1(CCC2C(C)C2CC)CC1C
C1CCC(CCC2C3CC4(CC4)C23)C1
CC12CCC(C1)C(C)(C)C1(CCCCC1)C2
C1CCCC(C2(CC3CC3)CCCC2)CC1
C1CCC2(CCCC2)CCC2CCC2C1
[vol_nhoc]: [Mean: 0.683   STD: 0.165   MIN: 0.038   MAX: 0.958]
********************************************************************************
2025-08-17 23:33:24,597 INFO [eval] {"step": 75, "prop/validity": 0.9526194530702193, "prop/uniqueness": 0.7547844374342797, "prop/novelty": 0.9552800222903316, "prop/diversity": 0.8745153507561019, "prop/vol_nhoc_mean": 0.683480527442785, "prop/vol_nhoc_std": 0.16517610502621236, "prop/vol_nhoc_min": 0.03776265856678563, "prop/vol_nhoc_max": 0.9575971401542348, "prop/objective": 0.8059289935360803, "epoch": 76}
Updating Discriminator...
[1mEpoch 77[22m / 100, G_STEP 1 / 1, PG_Loss: 159.180
  0%|          | 0/156 [00:00<?, ?it/s]



























100%|██████████| 156/156 [01:02<00:00,  2.51it/s]
Total Computational Time: [1m 24.37 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9461    (94.76%)
Uniqueness:   7014    (74.14%)
Novelty:      6674    (95.15%)
Diversity:    0.87
Samples of Novel SMILES:
CCCC12CCC(C1)C1(CCCCC1)C2
C1CCC2C3CCCCC4(CC3)C(CC1)C24
CC12CCCC1(C)C1(CCCCCCC1)C2
CC1CCCCC(C)(C)CCC1C1(C)CCC1
CC1CCCCCCCCC2(CC1)CC2
